Time (s),Upstream (V),Downstream (V)
86.167,0.27246,0.13093
86.2,0.26483,0.15512
86.233,0.2661,0.14494
86.267,0.27119,0.14494
86.3,0.2661,0.1564
86.333,0.26483,0.15258
86.367,0.27501,0.15258
86.4,0.27501,0.15385
86.433,0.27883,0.1513
86.467,0.27374,0.15512
86.5,0.2661,0.16022
86.533,0.26101,0.14876
86.567,0.26483,0.15003
86.6,0.25719,0.1564
86.633,0.26228,0.15385
86.667,0.26228,0.15003
86.7,0.26737,0.15003
86.733,0.26101,0.15385
86.767,0.25591,0.15258
86.8,0.247,0.1564
86.833,0.23809,0.15894
86.867,0.26737,0.1564
86.9,0.25846,0.15003
86.933,0.25337,0.15767
86.967,0.25337,0.14366
87,0.25209,0.1513
87.033,0.26355,0.14239
87.067,0.25082,0.14366
87.1,0.25337,0.14621
87.133,0.25209,0.14621
87.167,0.26355,0.14112
87.2,0.26101,0.11565
87.233,0.26864,0.14112
87.267,0.26355,0.13984
87.3,0.26101,0.14494
87.333,0.26864,0.13984
87.367,0.26101,0.13475
87.4,0.26101,0.14112
87.433,0.26355,0.13602
87.467,0.28138,0.1373
87.5,0.28774,0.14876
87.533,0.28265,0.1513
87.567,0.2661,0.13602
87.6,0.26864,0.14239
87.633,0.26355,0.13602
87.667,0.27246,0.12711
87.7,0.2801,0.13857
87.733,0.27628,0.13857
87.767,0.27374,0.13348
87.8,0.26737,0.14366
87.833,0.2801,0.13984
87.867,0.27756,0.13348
87.9,0.26101,0.14112
87.933,0.25973,0.14621
87.967,0.2661,0.14748
88,0.26864,0.14239
88.033,0.27374,0.14366
88.067,0.2661,0.14621
88.1,0.2661,0.1373
88.133,0.25973,0.14621
88.167,0.25719,0.14876
88.2,0.26737,0.14366
88.233,0.2661,0.14621
88.267,0.27501,0.14112
88.3,0.26992,0.1564
88.333,0.27501,0.1564
88.367,0.26737,0.14621
88.4,0.26228,0.1513
88.433,0.28138,0.14494
88.467,0.27374,0.14366
88.5,0.26737,0.14494
88.533,0.26737,0.15258
88.567,0.27246,0.14876
88.6,0.2661,0.15385
88.633,0.26355,0.16022
88.667,0.25591,0.14748
88.7,0.25846,0.14366
88.733,0.26355,0.14494
88.767,0.25337,0.13602
88.8,0.26737,0.14112
88.833,0.25973,0.1322
88.867,0.26864,0.13602
88.9,0.26355,0.14366
88.933,0.27374,0.14621
88.967,0.26483,0.14621
89,0.26355,0.14621
89.033,0.26355,0.14876
89.067,0.24827,0.14494
89.1,0.27374,0.14748
89.133,0.26355,0.15385
89.167,0.27883,0.15512
89.2,0.2801,0.14748
89.233,0.2801,0.14239
89.267,0.27246,0.13602
89.3,0.27883,0.15003
89.333,0.2661,0.14112
89.367,0.26483,0.14494
89.4,0.26483,0.14494
89.433,0.2661,0.14621
89.467,0.26737,0.15512
89.5,0.26101,0.14748
89.533,0.26483,0.16149
89.567,0.25973,0.14621
89.6,0.26864,0.14876
89.633,0.26355,0.1564
89.667,0.26992,0.16022
89.7,0.26737,0.16022
89.733,0.26483,0.15385
89.767,0.25082,0.15512
89.8,0.25591,0.14621
89.833,0.25719,0.15894
89.867,0.24827,0.14112
89.9,0.2661,0.14494
89.933,0.26101,0.14876
89.967,0.25846,0.14621
90,0.2661,0.14876
90.033,0.27246,0.1513
90.067,0.26355,0.15003
90.1,0.26101,0.15258
90.133,0.25846,0.15512
90.167,0.25337,0.1513
90.2,0.26228,0.15385
90.233,0.25591,0.15894
90.267,0.26864,0.15512
90.3,0.26864,0.15003
90.333,0.27119,0.14876
90.367,0.26737,0.15512
90.4,0.25846,0.16022
90.433,0.27501,0.16022
90.467,0.27374,0.13475
90.5,0.26992,0.15003
90.533,0.27246,0.1513
90.567,0.27628,0.15003
90.6,0.26737,0.14621
90.633,0.27628,0.14366
90.667,0.27628,0.14876
90.7,0.26737,0.14621
90.733,0.27628,0.14876
90.767,0.27628,0.14621
90.8,0.27883,0.14112
90.833,0.27246,0.14748
90.867,0.27119,0.1513
90.9,0.2661,0.14112
90.933,0.25209,0.15003
90.967,0.24955,0.15003
91,0.24318,0.14748
91.033,0.24827,0.15767
91.067,0.24573,0.12584
91.1,0.25209,0.14748
91.133,0.26355,0.15258
91.167,0.26737,0.1513
91.2,0.25973,0.14876
91.233,0.26228,0.15512
91.267,0.25591,0.15894
91.3,0.24955,0.14239
91.333,0.26864,0.15003
91.367,0.26228,0.14748
91.4,0.26737,0.1373
91.433,0.25973,0.14366
91.467,0.26101,0.14366
91.5,0.26228,0.13348
91.533,0.26101,0.14621
91.567,0.26737,0.14112
91.6,0.26355,0.14112
91.633,0.26228,0.15003
91.667,0.25719,0.15385
91.7,0.26737,0.1564
91.733,0.2661,0.15258
91.767,0.26864,0.15385
91.8,0.25719,0.14748
91.833,0.26228,0.15385
91.867,0.26355,0.1513
91.9,0.26228,0.15385
91.933,0.25719,0.15512
91.967,0.26101,0.15003
92,0.25591,0.14494
92.033,0.25973,0.13984
92.067,0.25846,0.1564
92.1,0.24955,0.14239
92.133,0.25082,0.1564
92.167,0.247,0.15385
92.2,0.25464,0.14621
92.233,0.24955,0.14112
92.267,0.25973,0.13857
92.3,0.25846,0.15385
92.333,0.25082,0.13857
92.367,0.25337,0.14621
92.4,0.247,0.13857
92.433,0.2661,0.14876
92.467,0.25209,0.14621
92.5,0.27628,0.15003
92.533,0.27756,0.14494
92.567,0.29411,0.14239
92.6,0.26483,0.14621
92.633,0.27374,0.1564
92.667,0.2801,0.14876
92.7,0.26992,0.11947
92.733,0.27246,0.14748
92.767,0.27501,0.15385
92.8,0.28902,0.15385
92.833,0.28138,0.16022
92.867,0.28138,0.16149
92.9,0.2661,0.15003
92.933,0.27246,0.14876
92.967,0.26864,0.15258
93,0.27756,0.14494
93.033,0.28265,0.14621
93.067,0.2852,0.14621
93.1,0.27246,0.14621
93.133,0.26864,0.14239
93.167,0.26483,0.14621
93.2,0.26228,0.14748
93.233,0.2661,0.1373
93.267,0.26228,0.14748
93.3,0.26355,0.13602
93.333,0.25719,0.12966
93.367,0.25719,0.15894
93.4,0.26737,0.15512
93.433,0.25846,0.14621
93.467,0.27628,0.15512
93.5,0.26355,0.1564
93.533,0.27756,0.14876
93.567,0.26864,0.1564
93.6,0.26864,0.1513
93.633,0.26737,0.1564
93.667,0.27883,0.15003
93.7,0.27756,0.1513
93.733,0.27883,0.14621
93.767,0.29538,0.15894
93.8,0.28265,0.15258
93.833,0.27246,0.14621
93.867,0.27246,0.15258
93.9,0.26992,0.15512
93.933,0.26101,0.15003
93.967,0.25846,0.14494
94,0.26101,0.14876
94.033,0.25973,0.14366
94.067,0.25209,0.1513
94.1,0.25082,0.14748
94.133,0.26101,0.1513
94.167,0.25337,0.14494
94.2,0.25719,0.15003
94.233,0.24955,0.15003
94.267,0.25337,0.14239
94.3,0.25082,0.1513
94.333,0.247,0.13857
94.367,0.26355,0.14621
94.4,0.25337,0.15258
94.433,0.27628,0.15003
94.467,0.27246,0.15258
94.5,0.2852,0.14366
94.533,0.27756,0.13857
94.567,0.27501,0.14876
94.6,0.26864,0.15003
94.633,0.26355,0.14366
94.667,0.28265,0.14621
94.7,0.27374,0.14748
94.733,0.27374,0.14876
94.767,0.26483,0.12966
94.8,0.26992,0.1513
94.833,0.26864,0.14621
94.867,0.2852,0.15385
94.9,0.27756,0.15512
94.933,0.28902,0.14366
94.967,0.27628,0.14366
95,0.27119,0.14112
95.033,0.25973,0.15258
95.067,0.25337,0.14876
95.1,0.27756,0.14239
95.133,0.26355,0.14366
95.167,0.29029,0.13984
95.2,0.28265,0.14112
95.233,0.28392,0.14494
95.267,0.27883,0.1513
95.3,0.2801,0.1513
95.333,0.28265,0.13984
95.367,0.27883,0.14112
95.4,0.26737,0.15767
95.433,0.25973,0.15258
95.467,0.27628,0.15258
95.5,0.27756,0.14494
95.533,0.26992,0.14239
95.567,0.26483,0.14748
95.6,0.26737,0.15258
95.633,0.26483,0.1513
95.667,0.27501,0.14876
95.7,0.2661,0.15003
95.733,0.25464,0.14748
95.767,0.26992,0.14112
95.8,0.26483,0.14112
95.833,0.26864,0.13984
95.867,0.25973,0.15385
95.9,0.27374,0.15258
95.933,0.26737,0.14494
95.967,0.25464,0.13093
96,0.25464,0.13475
96.033,0.247,0.14621
96.067,0.26101,0.1513
96.1,0.25846,0.15258
96.133,0.2661,0.14876
96.167,0.2661,0.14621
96.2,0.27374,0.15258
96.233,0.26864,0.15258
96.267,0.27246,0.15003
96.3,0.27883,0.14621
96.333,0.25973,0.13984
96.367,0.26355,0.14112
96.4,0.2661,0.1373
96.433,0.27374,0.14112
96.467,0.26355,0.14494
96.5,0.27119,0.14112
96.533,0.26228,0.14366
96.567,0.27374,0.13475
96.6,0.27119,0.1564
96.633,0.25337,0.1564
96.667,0.26101,0.14494
96.7,0.26101,0.1564
96.733,0.28265,0.1513
96.767,0.27756,0.15385
96.8,0.27756,0.15385
96.833,0.27119,0.14494
96.867,0.26992,0.14366
96.9,0.26228,0.1564
96.933,0.27628,0.15003
96.967,0.26101,0.15003
97,0.27246,0.14239
97.033,0.26737,0.13984
97.067,0.25591,0.1564
97.1,0.25591,0.14876
97.133,0.25337,0.14366
97.167,0.25337,0.14621
97.2,0.25209,0.13857
97.233,0.26355,0.13602
97.267,0.25973,0.1373
97.3,0.2661,0.14239
97.333,0.26228,0.13984
97.367,0.26355,0.14366
97.4,0.25719,0.13984
97.433,0.26355,0.14876
97.467,0.27119,0.14748
97.5,0.27119,0.14748
97.533,0.26737,0.14748
97.567,0.26355,0.14876
97.6,0.27756,0.1373
97.633,0.2661,0.1704
97.667,0.27501,0.16276
97.7,0.27246,0.16276
97.733,0.27246,0.16531
97.767,0.26864,0.16404
97.8,0.27119,0.16404
97.833,0.27501,0.16276
97.867,0.26355,0.16276
97.9,0.27628,0.16276
97.933,0.27246,0.15894
97.967,0.27628,0.15258
98,0.27246,0.14748
98.033,0.27756,0.13984
98.067,0.27246,0.14112
98.1,0.26737,0.14876
98.133,0.26864,0.15003
98.167,0.26101,0.14748
98.2,0.27501,0.14112
98.233,0.27119,0.14748
98.267,0.27374,0.13984
98.3,0.27119,0.1513
98.333,0.27246,0.16022
98.367,0.26992,0.14621
98.4,0.26864,0.14748
98.433,0.27119,0.14876
98.467,0.26864,0.14876
98.5,0.26483,0.15003
98.533,0.25973,0.14494
98.567,0.26101,0.1513
98.6,0.25464,0.15512
98.633,0.26483,0.14621
98.667,0.25973,0.14366
98.7,0.26101,0.15003
98.733,0.25846,0.14876
98.767,0.24955,0.15512
98.8,0.24827,0.15003
98.833,0.26864,0.14621
98.867,0.26355,0.14366
98.9,0.26228,0.13984
98.933,0.26864,0.14748
98.967,0.26737,0.13984
99,0.26737,0.14239
99.033,0.26355,0.1513
99.067,0.27756,0.14748
99.1,0.27501,0.14621
99.133,0.27628,0.15512
99.167,0.27246,0.1513
99.2,0.28647,0.14112
99.233,0.28265,0.1373
99.267,0.26992,0.14876
99.3,0.26864,0.14876
99.333,0.26737,0.1564
99.367,0.25973,0.14621
99.4,0.25719,0.1513
99.433,0.26864,0.1513
99.467,0.26355,0.14366
99.5,0.26864,0.15767
99.533,0.26483,0.15512
99.567,0.26355,0.14876
99.6,0.25209,0.14621
99.633,0.25464,0.14621
99.667,0.26101,0.13857
99.7,0.25591,0.1513
99.733,0.27501,0.1513
99.767,0.2661,0.15258
99.8,0.26737,0.14621
99.833,0.25591,0.14112
99.867,0.26992,0.1564
99.9,0.26101,0.15512
99.933,0.25973,0.1564
99.967,0.25464,0.1373
100,0.25209,0.14239
